Datetime,Open,High,Low,Close,Volume
2025-06-16 09:30:00-04:00,197.2899932861328,197.83999633789062,196.94000244140625,197.61500549316406,1811730
2025-06-16 09:31:00-04:00,197.61500549316406,197.72999572753906,196.91000366210938,197.4199981689453,306237
2025-06-16 09:32:00-04:00,197.43519592285156,197.5500030517578,196.77000427246094,196.9600067138672,274088
2025-06-16 09:33:00-04:00,196.9300994873047,197.34039306640625,196.92999267578125,197.05499267578125,204873
2025-06-16 09:34:00-04:00,197.09910583496094,197.1300048828125,196.8699951171875,196.9550018310547,214910
2025-06-16 09:35:00-04:00,196.94000244140625,197.3300018310547,196.77999877929688,197.16000366210938,260774
2025-06-16 09:36:00-04:00,197.09500122070312,197.13760375976562,196.58999633789062,196.8300018310547,294609
2025-06-16 09:37:00-04:00,196.80499267578125,196.8800048828125,196.74000549316406,196.7740936279297,128902
2025-06-16 09:38:00-04:00,196.77999877929688,196.88499450683594,196.67999267578125,196.86000061035156,127448
2025-06-16 09:39:00-04:00,196.8842010498047,197.52000427246094,196.83999633789062,197.4499969482422,214109
2025-06-16 09:40:00-04:00,197.47999572753906,197.75,197.39999389648438,197.4199981689453,244647
2025-06-16 09:41:00-04:00,197.41000366210938,197.5699005126953,197.23919677734375,197.23919677734375,151494
2025-06-16 09:42:00-04:00,197.25,197.3300018310547,196.9600067138672,197.02999877929688,127974
2025-06-16 09:43:00-04:00,197.0,197.11000061035156,196.94000244140625,197.11000061035156,97195
2025-06-16 09:44:00-04:00,197.10499572753906,197.14999389648438,196.98500061035156,197.00999450683594,101382
2025-06-16 09:45:00-04:00,196.97999572753906,197.19000244140625,196.94000244140625,197.10110473632812,121435
2025-06-16 09:46:00-04:00,196.9149932861328,197.0998992919922,196.91000366210938,196.97000122070312,123426
2025-06-16 09:47:00-04:00,196.97000122070312,197.1199951171875,196.82000732421875,196.85000610351562,142832
2025-06-16 09:48:00-04:00,196.85000610351562,196.88999938964844,196.5635986328125,196.71499633789062,132798
2025-06-16 09:49:00-04:00,196.72999572753906,197.22999572753906,196.69000244140625,197.0800018310547,193120
2025-06-16 09:50:00-04:00,197.0800018310547,197.3699951171875,197.0800018310547,197.36000061035156,163138
2025-06-16 09:51:00-04:00,197.36000061035156,197.3800048828125,196.97999572753906,197.02000427246094,98856
2025-06-16 09:52:00-04:00,197.0500030517578,197.3800048828125,197.0,197.25999450683594,109599
2025-06-16 09:53:00-04:00,197.2899932861328,197.6999969482422,197.27999877929688,197.55999755859375,205589
2025-06-16 09:54:00-04:00,197.58999633789062,197.69500732421875,197.25,197.38999938964844,204281
2025-06-16 09:55:00-04:00,197.39500427246094,197.88999938964844,197.3607940673828,197.83999633789062,254029
2025-06-16 09:56:00-04:00,197.86000061035156,197.97999572753906,197.7700958251953,197.9322052001953,152607
2025-06-16 09:57:00-04:00,197.93499755859375,198.08999633789062,197.92999267578125,198.07000732421875,214216
2025-06-16 09:58:00-04:00,198.0500030517578,198.06590270996094,197.8800048828125,198.02000427246094,126163
2025-06-16 09:59:00-04:00,198.1699981689453,198.35000610351562,198.15499877929688,198.32000732421875,302576
2025-06-16 10:00:00-04:00,198.33999633789062,198.68499755859375,198.3300018310547,198.40699768066406,217977
2025-06-16 10:01:00-04:00,198.3824005126953,198.55999755859375,198.3824005126953,198.47999572753906,172681
2025-06-16 10:02:00-04:00,198.49000549316406,198.5,198.22000122070312,198.25999450683594,116647
2025-06-16 10:03:00-04:00,198.25010681152344,198.33250427246094,198.0800018310547,198.11000061035156,110651
2025-06-16 10:04:00-04:00,198.11000061035156,198.3300018310547,198.0500030517578,198.29379272460938,116554
2025-06-16 10:05:00-04:00,198.3000030517578,198.33999633789062,198.13499450683594,198.1699981689453,122118
2025-06-16 10:06:00-04:00,198.16000366210938,198.23300170898438,197.97999572753906,198.05760192871094,92535
2025-06-16 10:07:00-04:00,198.0050048828125,198.02999877929688,197.97000122070312,197.99000549316406,65153
2025-06-16 10:08:00-04:00,197.99339294433594,198.10409545898438,197.8800048828125,197.97999572753906,109080
2025-06-16 10:09:00-04:00,197.99000549316406,198.0500030517578,197.72999572753906,197.72999572753906,111775
2025-06-16 10:10:00-04:00,197.74000549316406,197.80999755859375,197.66009521484375,197.6699981689453,82473
2025-06-16 10:11:00-04:00,197.6750030517578,197.95899963378906,197.63999938964844,197.9550018310547,93245
2025-06-16 10:12:00-04:00,197.9499969482422,197.99000549316406,197.86000061035156,197.92999267578125,87477
2025-06-16 10:13:00-04:00,197.9250030517578,197.99000549316406,197.75999450683594,197.79310607910156,95792
2025-06-16 10:14:00-04:00,197.7899932861328,197.96099853515625,197.7899932861328,197.91000366210938,60468
2025-06-16 10:15:00-04:00,197.9250030517578,197.94000244140625,197.72999572753906,197.8000030517578,110608
