Date,Open,High,Low,Close,Volume
2024-06-25 00:00:00+05:30,951.8164471531414,954.6421280246833,941.207647566275,946.8590698242188,7304128
2024-06-26 00:00:00+05:30,947.8505482808393,954.2951388287739,942.0008188083085,943.7359008789062,6908988
2024-06-27 00:00:00+05:30,944.3803981832983,966.5398510370879,939.9683201780524,963.8132934570312,19385412
2024-06-28 00:00:00+05:30,966.6886027336843,989.988276748291,964.259475680253,981.3128662109375,23025267
2024-07-01 00:00:00+05:30,981.3128592679302,996.9285981246818,976.8016579233964,993.5079956054688,14006105
2024-07-02 00:00:00+05:30,995.4909426366569,996.432856444726,970.7536173314002,972.9348754882812,12284132
2024-07-03 00:00:00+05:30,976.5537786379532,978.9332834627838,965.2013723760639,967.3330688476562,7346258
2024-07-04 00:00:00+05:30,975.6118325533344,995.4413413450688,971.2493164132094,989.6907958984375,12139832
2024-07-05 00:00:00+05:30,996.4328488604581,998.0191854089187,981.5111551173109,985.1796264648438,9050375
2024-07-08 00:00:00+05:30,996.4328490293608,1007.9339402948003,987.707876981628,994.0532836914062,13312085
2024-07-09 00:00:00+05:30,992.417378166752,1008.3305472669607,989.591636784374,1006.2980346679688,10948094
2024-07-10 00:00:00+05:30,1006.3476058679217,1011.1562377097208,977.6443787995543,996.9285888671875,13412206
2024-07-11 00:00:00+05:30,999.4072706576173,1016.7580913287566,998.4653568610692,1012.09814453125,11983571
2024-07-12 00:00:00+05:30,1015.1221543970596,1017.1547275597776,1006.3476205323526,1008.0827026367188,7339644
2024-07-15 00:00:00+05:30,1012.6434302803982,1021.021470480752,1008.6279667964805,1015.7169799804688,5847297
2024-07-16 00:00:00+05:30,1016.7580844757862,1020.823109656825,1010.5118011792482,1012.4451904296875,4824555
2024-07-18 00:00:00+05:30,1014.2298261118129,1018.2452895909671,999.407255995808,1015.8162231445312,8010324
2024-07-19 00:00:00+05:30,1015.2708964646465,1015.2708964646465,978.239311312237,981.5607299804688,7400178
2024-07-22 00:00:00+05:30,981.5607062956592,999.4072645919439,968.225349243519,994.5986328125,7396198
2024-07-23 00:00:00+05:30,999.3081686220228,1000.0517752380681,958.9551041549922,993.2601318359375,10384177
2024-07-24 00:00:00+05:30,989.2941904180648,1025.4334826191441,986.6668167884345,1018.9392700195312,11469098
2024-07-25 00:00:00+05:30,1020.22828777511,1084.674195166152,1015.6179025019599,1081.650146484375,32766835
2024-07-26 00:00:00+05:30,1102.471123652993,1110.948287511759,1074.3628176929772,1108.76708984375,21232845
2024-07-29 00:00:00+05:30,1114.41845703125,1130.1829416169073,1109.0644651491766,1114.41845703125,11850624
2024-07-30 00:00:00+05:30,1116.2031811489771,1168.9496300382175,1109.0644848362517,1151.94580078125,28592304
2024-07-31 00:00:00+05:30,1154.0774818509262,1157.9442605063716,1135.536938415211,1146.7901611328125,10860623
2024-08-01 00:00:00+05:30,1157.051852254818,1165.9751313210506,1126.8118509748078,1134.64453125,14375948
2024-08-02 00:00:00+05:30,1110.452564556232,1110.452564556232,1080.7579216212832,1087.3016357421875,21967812
2024-08-05 00:00:00+05:30,1050.9143381618326,1055.921337516874,1005.4056520369215,1007.7852172851562,26651144
2024-08-06 00:00:00+05:30,1021.2197530537146,1051.6085009791702,999.8039067101832,1005.1082763671875,16726393
2024-08-07 00:00:00+05:30,1027.2181754059616,1031.332701647702,1006.3971307041668,1016.559814453125,9978703
2024-08-08 00:00:00+05:30,1026.1274256460497,1047.394645776842,1018.2452445601227,1032.8695068359375,19529790
2024-08-09 00:00:00+05:30,1046.0065692367034,1073.718258843932,1043.0817651564107,1058.994873046875,15443008
2024-08-12 00:00:00+05:30,1055.9213430036748,1070.6943512572752,1046.006588609274,1066.976318359375,11311050
2024-08-13 00:00:00+05:30,1065.6873246299947,1066.3318078550967,1039.2644806385213,1044.4697265625,7508231
2024-08-14 00:00:00+05:30,1047.9895757339816,1057.9539526568697,1038.0748209966687,1053.2939453125,8211830
2024-08-16 00:00:00+05:30,1062.861706063661,1090.5733970962497,1060.8787551195123,1088.987060546875,11435650
2024-08-19 00:00:00+05:30,1096.4727832218316,1097.5633820694336,1075.7509209984962,1078.4278564453125,6911441
2024-08-20 00:00:00+05:30,1087.648644159263,1088.6897418659278,1072.8261335646075,1077.634765625,5625723
2024-08-21 00:00:00+05:30,1079.7167517551827,1085.9630954251572,1074.0653901716564,1075.9490966796875,4869876
2024-08-22 00:00:00+05:30,1080.708263764658,1085.4177722535408,1055.8717547956096,1059.3419189453125,9377476
2024-08-23 00:00:00+05:30,1063.8532067262356,1083.2861022330906,1061.8702557351335,1075.899658203125,10179655
2024-08-26 00:00:00+05:30,1079.7167279346238,1093.9443759471033,1073.6191299207858,1083.0877685546875,9415039
2024-08-27 00:00:00+05:30,1083.7322545547333,1087.3015418552307,1065.836074839725,1068.06689453125,8813305
2024-08-28 00:00:00+05:30,1073.718311772255,1079.419295724477,1060.9778761893203,1065.3900146484375,8145376
2024-08-29 00:00:00+05:30,1069.8516695587132,1132.2650028725948,1056.912866078972,1112.0885009765625,40658159
2024-08-30 00:00:00+05:30,1104.4540326754902,1105.4951303132332,1088.0946876977607,1101.876220703125,17647545
2024-09-02 00:00:00+05:30,1095.5803911724167,1095.5803911724167,1078.080824971728,1083.335693359375,8116675
2024-09-03 00:00:00+05:30,1088.243418584185,1090.622983845792,1072.9746726044007,1075.8499755859375,5088731
2024-09-04 00:00:00+05:30,1069.802033002653,1075.7508858275055,1062.9608280481284,1071.2396240234375,4665908
2024-09-05 00:00:00+05:30,1071.7849707203661,1076.5936024885145,1057.8546921154893,1060.0360107421875,7900593
2024-09-06 00:00:00+05:30,1059.6890561274406,1063.8035826027071,1031.6302512425439,1040.40478515625,8717377
2024-09-09 00:00:00+05:30,1040.4046962968644,1040.999557336361,1017.5016385533957,1029.845458984375,7206054
2024-09-10 00:00:00+05:30,1040.0577646638164,1040.0577646638164,1023.4009284098387,1026.9703369140625,6919238
2024-09-11 00:00:00+05:30,991.4754584966872,1002.926987939352,962.9705390649074,967.9774780273438,36140411
2024-09-12 00:00:00+05:30,967.9774608714181,979.577735633204,949.8334724054752,977.7435302734375,25675836
2024-09-13 00:00:00+05:30,986.4189408783418,997.4242940722011,979.5777361265751,983.6427612304688,13203676
2024-09-16 00:00:00+05:30,988.5010299527984,991.3763329820753,976.1075867487764,979.974365234375,5836274
2024-09-17 00:00:00+05:30,986.5181094959233,986.5181094959233,951.8164674533532,966.6390380859375,44516613
2024-09-18 00:00:00+05:30,969.8612906012448,975.3144055386201,948.9907446257166,953.8489379882812,12044431
2024-09-19 00:00:00+05:30,962.1278156901574,970.6049188151223,948.1975369914257,958.7567749023438,13466770
2024-09-20 00:00:00+05:30,958.7567573089735,969.1672495031247,941.1085064542414,962.5739135742188,16764981
2024-09-23 00:00:00+05:30,965.2013895767051,970.8528119730387,957.8148850727606,963.515869140625,10254297
2024-09-24 00:00:00+05:30,965.6970762642187,976.603306078291,964.3089864455753,968.9689331054688,12755422
2024-09-25 00:00:00+05:30,974.0255295037022,974.1246528451213,951.0728480831375,955.3857421875,12959075
2024-09-26 00:00:00+05:30,962.5243855993061,986.468542689995,957.3687009911301,984.6838989257812,21640021
2024-09-27 00:00:00+05:30,987.5095827039274,991.8720990422989,980.7179998400708,984.53515625,10360030
2024-09-30 00:00:00+05:30,984.5351648659944,988.4515051675777,963.5158723046544,966.3416137695312,12225895
2024-10-01 00:00:00+05:30,968.5723816862942,976.1075708254739,950.7258237636345,956.9721069335938,10085203
2024-10-03 00:00:00+05:30,930.9954492974034,942.0504247915962,917.1147929713505,917.808837890625,24418517
2024-10-04 00:00:00+05:30,922.072189294168,941.108530466439,912.1574345705748,922.8157958984375,19187758
2024-10-07 00:00:00+05:30,933.9698928304592,936.3990198351665,907.2000551378665,919.9404907226562,11772546
2024-10-08 00:00:00+05:30,908.1915118397786,916.9164836933462,886.2303064250457,911.9591064453125,21177886
2024-10-09 00:00:00+05:30,918.8994675238356,940.364935983039,917.6105614961272,931.1442260742188,11557737
2024-10-10 00:00:00+05:30,925.7902070817347,935.5562161178312,904.5726081164345,920.5849609375,13249851
2024-10-11 00:00:00+05:30,924.0551413642272,929.012518732061,920.5849772067435,922.7662353515625,4459529
2024-10-14 00:00:00+05:30,922.0721792256514,931.986933840981,917.4617941235792,920.3370971679688,5740649
2024-10-15 00:00:00+05:30,924.9970225347071,927.376527278406,905.2170754318821,909.4804077148438,9058919
2024-10-16 00:00:00+05:30,909.2325566951732,915.1318477734998,892.3279122385155,899.7144165039062,10298258
2024-10-17 00:00:00+05:30,907.1505004321546,907.1505004321546,882.4627368312744,883.99951171875,13864583
2024-10-18 00:00:00+05:30,886.6764960316732,909.8770461129953,879.2404300459751,902.3914184570312,11527914
2024-10-21 00:00:00+05:30,904.2752029643668,909.8275019829782,890.4441078613514,895.5997924804688,7390557
2024-10-22 00:00:00+05:30,897.2853103125889,898.3759091357537,867.7889147525893,872.002685546875,13617490
2024-10-23 00:00:00+05:30,871.5069246891634,878.0506384842987,855.9407479472611,870.16845703125,10553771
2024-10-24 00:00:00+05:30,867.7889046062123,882.4131677800959,867.7889046062123,872.4984130859375,7233484
2024-10-25 00:00:00+05:30,876.3652068230922,878.1994122673816,849.9919225702721,856.9322509765625,10873022
2024-10-28 00:00:00+05:30,860.4519329558474,879.1908429028263,852.8671821791049,870.9616088867188,7106045
2024-10-29 00:00:00+05:30,872.746246564215,874.9770662799428,818.6612740036501,835.56591796875,26818871
2024-10-30 00:00:00+05:30,838.7882654719797,846.3234549984074,830.9060232147494,833.0377197265625,12933218
2024-10-31 00:00:00+05:30,836.6565722598632,836.6565722598632,824.7588663197203,826.9401245117188,11904413
2024-11-01 00:00:00+05:30,840.7216494472682,840.7216494472682,832.8394072400596,836.260009765625,2900548
2024-11-04 00:00:00+05:30,832.8393739204421,837.2514517543018,807.5567500692857,817.0748901367188,15514419
2024-11-05 00:00:00+05:30,814.4970873453123,836.4086707234603,813.4064885493328,828.5264892578125,10215249
2024-11-06 00:00:00+05:30,836.706140063708,836.706140063708,818.9587056505674,832.5419311523438,10579596
2024-11-07 00:00:00+05:30,833.8308778549339,835.565959943217,810.3328968992126,812.7620239257812,13237161
2024-11-08 00:00:00+05:30,814.9432684704022,814.9928301405532,794.2709687692351,798.5839233398438,16072692
2024-11-11 00:00:00+05:30,794.1718606468877,824.3623011602191,785.2485813137766,797.84033203125,27587619
2024-11-12 00:00:00+05:30,799.1292148943049,806.1686664026907,776.3748411513526,778.1594848632812,16526921
2024-11-13 00:00:00+05:30,780.2912140426272,785.8930747915717,768.9388075295049,779.547607421875,14674022
2024-11-14 00:00:00+05:30,779.8945993636842,785.248591237155,765.4190813574288,767.699462890625,11740909
2024-11-18 00:00:00+05:30,771.3679225037777,775.085955549265,752.7281956053731,765.3199462890625,17053446
2024-11-19 00:00:00+05:30,765.3199596031319,793.0812734923937,765.3199596031319,776.5236206054688,14012014
2024-11-21 00:00:00+05:30,778.2586484102502,779.2501238371019,759.718045825151,767.2532348632812,14194678
2024-11-22 00:00:00+05:30,768.3934728957609,787.2315064248182,768.3934728957609,784.257080078125,14535112
2024-11-25 00:00:00+05:30,801.161732276637,803.2934287187248,786.8845219806813,789.809326171875,15194167
2024-11-26 00:00:00+05:30,790.3547199297111,794.9650447010366,773.4996364105441,776.3253173828125,10310838
2024-11-27 00:00:00+05:30,778.3578107322808,785.1494540553,772.458519544066,777.2672119140625,10014685
2024-11-28 00:00:00+05:30,776.3252676929322,785.7938460196764,771.3678905045994,772.8055419921875,10939142
2024-11-29 00:00:00+05:30,772.8551438910868,782.6707754408694,770.4260168393869,779.7459106445312,10358590
2024-12-02 00:00:00+05:30,780.5886279954074,789.9580833206958,778.3082465098792,783.315185546875,8425826
